CODE|STR
Z24.3|PROBLEMA INTERPERSON. (CON) AMIGOS (DEL TRABAJ.) NC
Z24.1|CONVERSACION AMIGOS
Z25.7|VIOLACION VIOLENCIA (ACTOS VIOL.)
Z25.9|PELEA
Z25.2|ASALTO
Z25.5|PROBLEMA RESULTANTE (DE) VIOLACION NC
Z25.4|PROBLEMA RESULTANTE (DE) SUCESOS PERNICIOSOS NC
Z25.3|PROBLEMA RESULTANTE (DE) ASALTO/VIOLENCIA NC
Z27.1|MIEDO (DE PADEC.) PROBLEMAS SOCIALES
Z27.0|MIEDO A UN PROBLEMA SOCIAL (NO MAPEA)
Z28.3|SOCIAL RECHAZO
Z28.0|INCAPACIDAD/MINUSVALIA SOCIAL (NO MAPEA)
Z28.1|INCAPACIDAD (MINUSV.) NC SOCIAL
Z29.10|PREVENCION Y DETECCION DE PROBLEMAS EN EL ANCIANO
Z29.0|OTROS PROBLEMAS SOCIALES (NO MAPEA)
Z29.2|AISLAMIENTO SOCIAL
Z29.3|CONTAMIN. AMBIENTAL (PROBLEMAS SOCIALES)
Z29.4|HUMO (CONT.) (PROB. SOC.)
Z29.5|PROBLEMA CIRCUNST. AMB. PELIGR. NC
Z29.6|RESIDENCIA ANCIANOS (PROBLEMAS)
Z29.7|RESIDENCIA ANCIANOS
Z29.11|AVISO A DOMICILIO
Z29.9|RISC SOCIO-SANITARI
Z29.8|PROBLEMA SOCIAL
K74.3|ENFERMEDAD CARDIACA ISQUEMICA SUBAGUDA NC
K80.10|ARRITMIA RESPIRATORIA
K80.13|BRADICARDIA SINUSAL
K80.0|ARRITMIA CARDIACA NE (NO MAPEA)
R74.36|RINITIS DEL NADO
R74.1|CATARRO
R74.2|CORIZA
R74.4|INFECCION, APARATO RESPIRATORIO ALTA NC (IRA)
R74.7|RINITIS AGUDA
R74.9|TORAX RESFRIADO
R74.18|FARINGITIS Y OTITIS
T89.0|DIABETES INSULINODEPENDIENTE (NO MAPEA)
P19.6|ADICCION SUSTAN. ESPECIFICA, NC
P19.10|PSICOSIS, PSICOTICO DROGAS (POR)
P19.15|ABUS DE DROGUES DE SINTESI
P19.18|ADDICCIO A HEROINA
P19.0|ABUSO DE DROGAS (NO MAPEA)
R06.1|EPISTAXIS
R06.3|NASAL TAPONAMIENTO PARA EPISTA.
T92.3|ARTROPATIA GOTOSA
K77.8|INSUF. CARDIACA BIVENTRICULAR
K77.4|CORAZON FALLO DEL
K77.2|CARDIACO ASMA (INSUFICIENCIA)
D03.2|ESTOMAGO ACIDEZ DE (PIROSIS)
D03.0|PIROSIS (NO MAPEA)
D14.3|HEMORRAGIA DIGESTIVA
R24.0|HEMOPTISIS (NO MAPEA)
S70.0|HERPES ZOSTER (NO MAPEA)
S70.3|NEURALGIA POSTHERPETICA
A92.22|ALERGIA ALIMENTARIA ANISAKIS
A92.7|ALERGICO EDEMA (EXCLUIDO FARMACOS)
A92.10|SHOCK ANAFILACTICO (EXCLUIDO FARMACOS)
R80.3|INFLUENZA, GRIPE (DEMOS.)
D13.4|ICTERICIA OBSTRUCTIVA 
B73.7|LEUCEMIA LINFOIDE CRONICA
D97.7|HEPATITIS NC (NO VIRAL)
D97.10|ASCITIS
D97.12|PORTAL, HIPERTENSIO
D97.15|HEMOCROMATOSIS
D97.17|CIRROSIS HEPATICA ALCOHOLIC
D97.1|ABSCESO HEPATICO
D15.1|HECES COMO BREA/PEZ
Z03.1|CAMBIO (EN) (DE) RESIDENCIA/VIVIENDA
Z03.6|FALTA VIVIENDA
Z03.8|PROBLEMA MIGRACION NC
Z03.11|RESTRICCION DE ESPACIO (VIVIENDA)
X16.1|ALTERACION VULVA
X16.3|MASA, VULVA NC
X16.6|SINTOMA, QUEJA, SIGNO VULVA NC
X16.8|CRAUROSIS VULVAR
X16.10|SEQUEDAD VULVAR
X16.0|OTROS SIG/SIN VULVARES (NO MAPEA)
X17.2|SINTOMA, QUEJA, SIGNO PELVIS (FEMENINA) NC
X17.1|MASA, PELVICA (FEMENINA) NC
X17.0|OTR SIG/SIN DE LA PELVIS FEMENINA (NO MAPEA)
X18.2|MAMA TENSION/DOLOR
X19.4|TUMORACIO MAMARIA
X19.2|MASA, MAMARIA (FEMENINA) NC
X19.1|MAMA BULTO
X19.0|MASA MAMARIA, EN LA MUJER (NO MAPEA)
X20.2|HEMORRA., SANGR. NC PEZON
X20.3|MAMA INGURGITADA
X20.4|RETRAIDO, PEZON (MAMA F.)
X20.6|SINTOMA, QUEJA, SIGNO PEZON NC
X20.8|RETRACCION DEL PEZON
X20.9|SUPURACION DEL PEZON
X20.0|SIG/SIN PEZONES, EN LA MUJER (NO MAPEA)
X20.7|GALACTORREA
X21.11|MASTOPATIA
X21.10|HIPERTROFIA MAMARIA
X21.8|TELARQUIA PRECOZ
X21.6|ASIMETRIA DE MAMAS
X21.4|PROBLEMA TAMAÑO DE LA MAMA NC
X21.1|HEMORRA., SANGR. NC MAMA
X23.1|MIEDO (DE PADEC.) ENFERMEDAD VENEREA FEMENINA
X24.1|MIEDO (DE PADEC.) SEXUAL, DISFUNCION FEMENINA
X25.1|MIEDO (DE PADEC.) CANCER NC (DE) ORG. GENIT. FEMENIN.
X26.0|MIEDO CANCER MAMA, EN LA MUJER (NO MAPEA)
X27.1|MIEDO (DE PADEC.) ENF. O PROBLEM. DE MAMA
X27.0|MIEDO OTR ENF SEXUAL/MAMA, MUJER (NO MAPEA)
X28.1|INCAPACIDAD (MINUSV.) NC APARATO GENIT. FEME.
X29.4|ATROFIA GENITAL FEMENINA
X29.0|OTR SIG/SIN GENITAL/MAMAS, MUJER (NO MAPEA)
X29.2|SINTOMA, QUEJA, SIGNO GENITAL FEMENINO NC
X31.3|DESPISTAJE CA DE MAMA
X31.7|DIAGNOSTICO PRECOZ DE CANCER DE MAMA
X31.5|SCREENING ANUAL
X31.6|DIAGNOSTICO PRECOZ DE CANCER DE CERVIX
X37.0|CITOLOGIA EXFOLIATIVA/HISTOLOGICA (NO MAPEA)
X37.3|PAPANICOLAU PREVENTIVA
X40.1|COLPOSCOPIA
X41.1|MAMOGRAFIA
X41.3|ULTRASONIDOS ORG. PELV. FEMENINOS
X52.2|HISTERECTOMIA
X52.1|BIOPSIA ENDOMETRIAL
X85.3|CERVICITIS
X86.3|DISPLASIA CERVICAL (PAPANICOL. ANORMAL)
X86.5|CITOLOGIA COCOS
X86.6|CERVICAL DISPLASIA
X87.4|RECTOCELE
X87.5|PROLAPSE DE MATRIU
X87.3|PROLAPSO UTERO / VAGINA
X87.2|INCONTINENCIA PROLAPSO (MUJER)
X87.1|CISTOCELE
X87.0|PROLAPSO UTEROVAGINAL (NO MAPEA)
X87.6|PROLAPSO GENITAL
X88.6|QUIST MAMA (BENIGNE)
X88.4|QUISTICO MAMA (CRONICA)
X88.5|FIBROADENOSIS DE MAMA
X88.1|DIFUSA MASTOPATIA FIBROQUISTICA
X88.2|DISPLASIA MAMARIA (BGNA., QUIS.)
X88.0|MASTOPATIA FIBROQUISTICA (NO MAPEA)
X89.0|SINDROME PREMENSTRUAL (NO MAPEA)
X89.1|PREMENSTRUAL, SINDRO. DE TENSION
X90.1|HERPES SIMPLE GENITAL FEMENINO
X99.16|MASTITIS (NO PUERPERAL)
X99.18|TORSION DE OVARIO
X99.19|ENDOMETRIOSIS OVARICA 
X99.21|DISFUNCION OVARICA
X99.23|POLIPO ENDOMETRIAL
X99.25|CERVIX
X99.2|ABSCESO MAMARIO (NO PUERPERAL)
X99.4|BARTHOLINO, QUISTE O ABSCESO DE
X99.6|ENFERMEDAD GENITAL FEMENINA NC
X99.8|FISTULA GENITAL, DEL TRACTO
X99.10|HIPERTR., HIPERTROFICO GENITAL FEMENINA
X99.15|HIPERPLASIA (ADENOMATOSA) (QUISTICA) (GLANDULAR) ENDOMETRIO
X99.11|INFECCION, APARATO UROGENITAL FEMENINO NC
X99.12|PELVICA, SIND. DE CONGESTION
Y01.0|DOLOR EN EL PENE (NO MAPEA)
Y01.1|DOLOR MASCULINO PENE NC
Y02.1|DOLOR ESCROTO NC
Y02.2|DOLOR MASCULINO TESTICULOS NC
Y03.3|SECRECION URETRAL MASCULINA
Y03.4|URETRORRAGIA
Y03.2|SECRECION DEL PENE
Y04.9|OTRO SIGNO/SINTOMA DEL PREPUCIO
Y04.5|PRIAPISMO
Y04.4|PREPUCIO TUMEFACCION
Y04.6|SINTOMA, QUEJA, SIGNO PENE NC
Y05.8|MASA, BULTO EN TESTICULO
Y05.5|SINTOMA, QUEJA, SIGNO ESCROTO NC
Y05.0|OTR SIG/SIN DE ESCROTO/TESTICULOS (NO MAPEA)
Y05.2|INFLAMACION, ESCROTO NC
Y06.6|SINDROME PROSTATICO
Y06.4|SINTOMA, QUEJA, SIGNO PROSTATA NC
Y06.0|SIG/SIN PROSTATICOS (NO MAPEA)
Y06.1|DOLOR PROSTATA NC
Y07.4|DISFUNCION ERECTIL, ORIGEN ORGANICO
D87.24|CARDIAS INCOMPETENTE 
D87.27|GASTRITIS POR AINES
D87.2|DUODENITIS
D87.4|ESTENOSIS PILORICA ADQUIRIDA (ADULTO)
D87.7|GASTRITIS ATROFICA
D87.13|TRAST GASTRICO O DUODENAL (NE)
B70.3|ADENITIS NC
B70.5|ADENITIS MESENTERICA
B70.0|LINFADENITIS AGUDA (NO MAPEA)
W96.3|PUERPERAL ENFER. NO OBSTETRICAS
S10.9|ABSCESO CUTANEO INCISION DE
S10.1|ABSCESO CUTANEO
S10.4|FORUNCULO (PIEL) NC
S10.7|ABSCESO PUNTO DE SUTURA, EN
S97.6|ULCERA, ULCERACION TORAX
U85.5|DISPLASIA RENAL
U85.2|DUPLICACION RENAL
R25.1|ANORMAL ESPUTO
R25.3|ESPUTO PUS EN
R25.0|EXPECTORACION/FLEMAS ANORMALES (NO MAPEA)
L73.4|FRACTURA MESETA TIBIAL
L72.6|FRACTURA-LUXACION DE GALEAZZI
L72.9|FRACTURA CODO
L72.1|COLLES, FRACTURA DE
L72.3|FRACTURA RADIO
S88.17|ECCEMA CUERO CABELLUDO
S88.19|ECCEMA INTERTRIGO
S88.25|DERMATITIS PERIORAL NC
S88.9|DERMATITIS CARA
S88.1|ALERGIA CUTANEA (DERM. CONT.)
D99.19|PROLAPSO RECTAL
D99.21|SINDROME MALABSORCION
D99.26|ANGOR INTESTINAL
D99.0|OTRAS ENFERMEDADES DIGESTIVO (NO MAPEA)
D99.30|SUBOBSTRUCCIO INTESTINAL
D99.32|GASTROENTERITIS NO INFECCIOSA
D99.2|ASA CIEGA, SINDROME DE
U99.19|INSUFICIENCIA RENAL MODERADA
U99.16|INSUFICIENCIA RENAL LEVE
U99.13|SINDROME DE FANCONI
K84.18|SINDROME BRADICARDIA-TAQUICARDIA
K84.22|MIOCARDIOPATIA HIPERTROFICA
K84.25|BLOQUEO AURICULOVENTRICULAR (OTRO O NE INC PRIMER SEGUNDO GR
K84.31|POSTINFARTO DE MIOC., SIND.
H77.3|TIMPANOPLASTIA
H77.1|LESION OIDO PERFORAC. TIMPANO NC
D02.8|MALESTAR, PESADEZ DE ESTOMAGO, GASTRICO
D02.4|ESTOMAGO MALESTAR DE
D02.1|CALAMBRE ESTOMAGO
U90.0|ALBUM/PROTEINURIA ORTOSTATICA (NO MAPEA)
U90.3|POSTURAL PROTEINURIA
P20.14|DETERIORO COGNITIVO
P20.15|PERDIDA MEMORIA
P20.2|CONFUSION
P20.4|DIFICUL. REMEMORAR
P20.7|DISTUR./ALTER. MEMORIA
P20.10|INCAPACIDAD CONCENTRARSE
P20.0|TRASTORNOS DE LA MEMORIA (NO MAPEA)
P02.6|REACCION DESPUES DE DESASTRE NATURAL (ERUPCION/INUNDAC.)
P02.11|REACCION DE ADAPTACION
P02.13|ESTRES POR ACOSO LABORAL
P02.1|AFLICCION, REACCION DE
P02.4|ESTRES SINDROME DE
Y07.1|IMPOTENCIA ORIGEN ORGANICO
X74.3|ENFERMEDAD PELVICA INFLAMATORIA NC
X74.1|CELULITIS (LOCALIZ.) PELVICA FEMENINA
N87.2|PARKINSONISMO
N87.3|PARKINSONISMO VASCULAR
W84.32|EMBARAZO COMPLICADO
W84.26|ENFERMEDAD PELVICA COMPLICANDO UN EMBARAZO
W84.22|EMBARAZO COMPLICADO (POR) PLACENTA, MALFORMACION
W84.12|AMENAZA DE PARTO
W84.14|ENFERMEDAD CUELLO DEL UTERO COMPLICAN. UN EMB. NC
W84.6|EMBARAZO POSTMADURO
K73.7|ESTENOSIS PULMONAR (CONGENI.)
K73.0|ANOM CONGEN CARDIOVASCULARES (NO MAPEA)
K73.4|CONGENITA, ANOM. APARATO CIRCULATORIO
K73.1|AURICULAR DEFECTO SEPTAL
A78.7|ENFERMEDAD RICKETTSIOSIS
A78.0|OTRAS ENFERMEDADES INFECC NE (NO MAPEA)
A78.11|LEPRA
A78.13|MUERMO
A78.14|TOXOPLASMOSIS
A78.17|ENF. INVASIVA H. INFL. (SEPSIS)
A78.20|MICOSIS OPORTUNISTA
A78.22|SEPSIS
Z13.1|CONYUGE ADICCION A DROGAS
Z13.5|PROBLEMA CONDUCTA DEL CONYUGE NC
Z14.3|PROBLEMA INTERPERSON. (CON) CONYUGE INCAPACIDAD NC
A16.6|LACTANTE NERVIOSO
A16.11|LLORO/LLANTO EXCESIVO DEL LACTANTE
A16.14|ESPASMOS DEL LLANTO
A16.3|NIÑO INQUIETO
A16.1|ALBOROTADOR (NIÑO)
D27.4|MIEDO (DE PADEC.) HEPATITIS INFECCIOSA
D27.3|MIEDO (DE PADEC.) ENVENEN. POR COMIDA
P23.2|DELINCUENCIA (JUVENIL)
W01.4|EMBARAZO DESEO 
F81.1|CONGENITA, ANOM. OJO, NC
U98.2|ANORMAL PRUEBA URINARIA NC
U98.5|FOSFATURIA
U98.7|HIPERCALCITURIA
U98.9|HIPERURICOSURIA
U98.11|PROTEINURIA NE
U98.12|PIURIA
T10.14|MIDA BAIXA FISIOLOGICA
F94.10|DEFICIT VISUAL
F94.3|DEFECTO, DEFECTUOSA VISION, NC
B82.9|ANEMIA NORMOCITICA NORMOCROMICA
B82.0|OTRAS ANEMIAS/INESPECIFICAS (NO MAPEA)
X86.0|CITOLOGIA CUELLO DE UTERO ANORMAL (NO MAPEA)
X86.4|CITOLOGIA HONGOS
U29.1|SINTOMA, QUEJA, SIGNO URINARIO (APARATO) NC
T85.2|BOCIO, CON HIPERTIROIDISMO (TIROTOX.) NC
T85.5|HIPERTR., HIPERTROFICO TIROIDEA (TIROTOXICA)
T85.8|ADENOMA TOXICO
T85.10|HIPERTIROIDISMO PRIMARIO
T85.0|HIPERTIROIDISMO/TIROTOXICOSIS (NO MAPEA)
D91.2|HERNIA NC
D91.1|HERNIA FEMORAL NC
D91.4|HERNIA EPIGASTRICA
S79.3|PAPILOMA CUTANEO
D15.2|HECES SANGRE/MELENA
T86.11|HIPOTIROIDISMO SUBCLINICO AUTOINMUNE
T86.3|COMA MIXEDEMATOSO
D09.3|NAUSEAS Y VOMITOS
T82.13|OBESIDAD IMC=30 
T82.9|OBESIDAD LIGERA 
T82.6|OBESIDAD GRADO I 
R99.0|OTR ENF APARATO RESPIRATORIO (NO MAPEA)
R99.3|ENFERMEDAD APARATO RESPIRAT. NC
R99.6|NEUMONIA POR ASPIRACION
R99.9|TRAQUEITIS CRONICA
R99.11|ALVEOLITIS NC
R99.13|FIBROSIS PULMONAR IDIOPATICA
R99.16|NEUMOPATIA INTERSTICIAL
R99.18|PROTEINOSIS ALVEOLAR
R99.20|FIBROSIS PULMONAR
R99.23|SEPTOPLASTIA
R99.24|SILICOSIS
Z23.5|PROBLEMA INTERPERSON. (CON) FAMILIARES MUERTE NC
Z23.4|PERDIDA PADRE
Z24.5|PROBLEMA RELACION(CON).VEASE INTERPERSONAL,PROBL.AMIGO(S) NC
Z24.0|PROBL RELACION CON LOS AMIGOS (NO MAPEA)
R85.15|NEOPLASIA PLEURAL
R85.1|NEOPLASIA MALIGNA APARATO RESPIRATORIO NC
R85.4|NEOPLASIA MALIGNA LARINGE
R85.6|CANCER DE CAVUM
R85.8|CANCER MEDIASTINO
R85.10|MESOTELIOMA PLEURAL
R85.12|NEOPLASIA DE LARINGE
R86.0|NEO BENIG APARATO RESPIRATORIO (NO MAPEA)
R86.4|NEOPLASIA BENIGNA LARINGE
A81.14|TRAUMATISMO DE CADERA O MUSLO, NO ESPECIFICADO
A81.18|TRAUMATISMO PIE
A81.13|TRAUMATISMO DE RODILLA/PIERNA/TOBILLO/PIE, NO ESPECIFICA
A81.10|TRAUMATISMO COSTAL
A81.8|TRAUMATISMO TORACICO
A81.5|TRAUMA, TRAUMATISMO, LESION PELVICO (MULTIPLE)
A85.17|REACCION ALERGICA A FARMACOS
A85.19|HIPOTENSION POR MEDICAMENTO A DOSIS CORRECTA
A85.23|EFECTO ADVERSO NC
A85.3|EFECTO ADVERSO FARMACO DOSIS CORRECTA NC
A85.6|REACCION ALERGICA  FARMACOS (DOSIS CORRECTA)
A85.9|EXANTEMA FIJO MEDICAMENTOSO
D95.3|FISTULA ANAL
D95.5|FISURA ANAL
D95.6|ABSCESO GLUTEO
D95.9|ABSCESO GLUTEO SECUNDARIO A INYECCION IM
D95.8|FISTULA
F04.0|PUNTOS FLOTANTES/MANCHAS (NO MAPEA)
F04.2|MANCHAS VISUALES
K87.15|HTA COMPLICADA (INCLUIDA HVI)
K87.6|HIPERTEN., HIPERTENSIVO NEFROPATIA
K87.9|MALIGNA, HIPERTENSION
K87.12|SOBRECARREGA VE PER HTA
K87.14|HTA BENIGNA CON CARDIOPATIA (SIN FALLO CARDIA. CONGESTIV
K92.29|GANGRENA
K92.3|EMBOLISMO (ARTERIAL) PRECEREBRAL
K92.5|ENFERMEDAD PERIFERICA VASCULAR NC
K92.8|OCLUSION (ARTERIAL)
K92.10|SINDROME RAYNAUD
K92.11|TROMBOSIS ARTERIAL
K92.0|ARTERIOESCLEROSIS/ENF ARTERIAL PERIF (NO MAPEA)
K92.15|LIVEDO RETICULAR
K92.17|ARTERIOPATIA PERIFERICA CRONICA
K92.19|ESTENOSI TRONCS SUPRA-AORTICS
K92.21|OCLUSSIO (ARTERIAL) TRONCS SUPRA-AORTICS
K92.24|ESTENOSIS ARTERIA CAROTIDA
K92.26|ARTERIOESCLEROSIS DE ARTERIAS EN LAS EXTREMIDADES 
K92.2|EMBOLISMO (ARTERIAL)
L01.4|TORTICOLIS
L01.6|CERVICODORSALGIA
L01.8|CERVICALGIA CRONICA
L01.10|CERVICALGIA Y LUMBALGIA
L01.13|CERVICALGIA MECANICA
L01.15|CERVICALGIA. CERVICOARTROSIS 
L01.1|CERVICALGIA
L01.3|SINTOMA, QUEJA, SIGNO CUELLO NC
R99.29|EDEMA LARINGEO
R99.31|ENFERMEDAD LARINGEA
R99.33|RINITIS CONTINUADA
R99.37|LARINGITIS CRONICA
R99.43|FARINGITIS CRONICA SECA
P80.8|TRAST. PERSONALITAT DEPENENT
P80.9|TRAST. PERSONALITAT ESQUIZOIDE
P80.15|TRASTORNO DE LA CONDUCTA DEL ADULTO
P80.2|PERSONALIDAD AGRESIVA
P80.5|PERSONALIDAD DEPRESIVA
P80.12|TRAST. PERSONALITAT LIMIT
R81.1|FIEBRE Q, NEUMONIA
R81.5|NEUMONIA BACTERIANA (DEMOST./PROB.)
R81.9|NEUMONIA
R81.12|NEUMONIA NOSOCOMIAL
W78.2|EMBARAS
W78.5|EMBARAZO ILEGITIMO
S02.3|PRURITO (PICOR DE) PIEL
K93.3|TROMBOSIS PULMONAR (EMBOLIA)
D05.2|PERIANAL PRURITO
D05.3|PRURITO (PICOR DE) RECTAL
F91.10|TRAST REFRACCION O ACOMODACION 
F91.6|MIOPIA MAGNA (DEGENERATIVA)
F83.5|OTRA RETINOPATIA - AMBOS/AS 
F83.3|RETINOPATIA NE
F83.2|RETINOPATIA HIPERTENSIVA
K90.4|EPIDURAL, HEMORRAGIA
K90.6|HEMORRA., SANGR. NC INTRACRANEAL
K90.8|HEMORRA., SANGR. NC SUBARACNOIDEA
K90.11|OCLUSION (ARTERIAL) CEREBRAL (ICTUS)
K90.14|TROMBOSIS CEREBRAL (ICTUS)
K90.17|AVC TROMBOTIC
K90.18|CEREBRAL, HEMORRAGIA
K90.21|INFARTO CEREBELOSO
K90.23|HEMORRAGIA INTRACRANIAL TRAUMATICA
K90.25|HEMORRA., SANGR. NC SUBARACNOIDEA POR LESION
K79.1|TAQUICARDIA PAROXISTICA NC
A06.10|SINCOPE / COLAPSO / DESMAYO / ATAQUE VASOVAGAL
A06.3|DESMAYO
A06.0|DESMAYO/SINCOPE (NO MAPEA)
A06.2|COLAPSO
A70.3|TUBERCULOSIS EFECTOS TARDIOS
S98.5|URTICARIA AGUDA
S98.8|URTICARIA CRONICA
S98.11|URTICARIA PAPULOSA
S98.14|URTICARIA FISICA
S98.2|URTICARIA NC
R03.4|SIBILANCIAS
S03.5|VERRUGA PALMAR	
S03.8|EXCISION, REMOCION VERRUGAS
D10.4|VOMITO, VOMITOS (CON/SIN NAUSEA, EXC. EMBARAZO)
W85.1|DIABETES GESTACIONAL
U02.4|NICTURIA
U02.5|ORINA EXCESIVA/FRECUENTE
U02.2|IMPERIOSA, MICCION
F92.3|CATARACTA DIABETICA
F92.13|CATARATA SENIL INCIPIENTE 
R98.1|HIPERVENTILACION
R98.2|SINDROME HIPERVENTILACION
L82.2|COJERA (CONG.). VEASE SINT. POR REGIONES
L82.7|ESCOLIOSIS CONGENITA
L82.9|GENU VARUM (ADQUIRID.) CONGENITO
L82.12|PECTUS EXCAVATUM
L82.14|PIE ZAMBO (CONGENITO)
L82.16|DEFORMIDAD CRANEAL CONGENITA
L82.18|ENFERMEDAD LUXANTE DE CADERA
L82.21|TORSION TIBIAL
L82.22|TORTICOLIS CONGENITA
L82.24|OTRAS ANOMALIAS DE COSTILLA Y ESTERNON
L82.27|PIE CAVO CONGENITO 
L82.1|CIFOSIS, CIFOESCOLIOSIS CONGENITA
Y74.4|ORQUITIS
Y74.5|ORQUITIS Y EPIDIDIMITIS (ORQUIEPIDIDIMITIS
N89.0|MIGRAÑA (NO MAPEA)
N89.10|MIGRAÑA CLASICA (CON AURA)
N89.6|MIGRAÑA OTRAS
N89.4|MIGRAÑA HEMILATERAL
T93.0|TRASTORNOS METABOLISMO LIPIDICO (NO MAPEA)
T93.9|HIPERCOLESTEROLEMIA FAMILIAR
T93.13|COLESTEROL LIMITE ALTO
T93.16|HIPERCOLESTEROLEMIA CON DIETA
T93.19|HIPERCOLESTEROLEMIA RIESGO MODERADO
K78.2|AURICULAR FIBRILACION
K78.9|AC X FA
K78.8|FIBRILACION AURICULAR / FLUTTER O ALETEO AURICULAR
K78.7|FIBRILACION AURICULAR CRONICA
R78.1|BRONQUIOLITIS AGUDA
R78.0|BRONQUITIS/BRONQUIOLITIS AGUDA (NO MAPEA)
R78.17|BRONQUIOLITIS LEVE
R78.3|BRONQUITIS NC
R78.5|BRONQUIOLITIS
R78.7|BRONQUITIS AGUDA / BRONQUIOLITIS AGUDA
R78.10|BRONQUITIS ESPASTICA
R78.12|INFECCION RESPIRATORIA BAJA TRACTO INFERIOR, AGUDA NE
K95.15|DOLOR VARICOSITATS
K95.12|ESTASIS VENOSA PIERNA/MUSLO - AMBOS/AS
P29.19|DISTUR./ALTER. CONDUCTA NC
P29.21|ALTERACION APETITO
P29.5|HECHIZAMIENTO
P29.3|DISTUR./ALTER. EMOCIONAL NC
P29.1|ANIMO, CONTENTO
P29.8|PROBLEMA MENTAL NC
P29.6|MASTURBACION
P29.9|QUEJARSE (EXCESIVAME./SIN CAUSA)
P70.11|DEMENCIA DEGENERATIVA PRIMARIA
S24.8|PELO SUPERFLUO
S24.0|OTROS SIG/SIN PELO/CABELLERA (NO MAPEA)
S24.6|SINTOMA, QUEJA, SIGNO PELO NC
W92.9|PREMATURO ROTURA DE LA BOLSA
W92.11|RETENCION DE PLACENTA (SIN HEMORRAGIA) NACIDO VIVO(S)
W92.16|PART AMB FORCEPS
W92.18|OBSTETRICO. CONDICIONES NO OBSTR. QUE AFECTAN AL PARTO
W92.6|PARTO COMPLICADO NACIDO VIVO(S)
W27.3|MIEDO (DE PADEC.) SINT. DEL EMBA., PARTO
Z04.11|INFORMACION DE RECURSOS 
Z04.13|PROBLEMA FAMILIAR NO ESPECIFICADO
Z04.2|PROBLEMA CREENCIAS NC
Z04.5|PROBLEMA RELIGION NC
Z04.7|TRANSITORIO (EMIGRAC.)
Z06.0|DESEMPLEO/PARO (NO MAPEA)
Z08.11|CIRCUNSTANCIA PSICOSOCIAL (NE) 
Z08.9|PRESTACION ORTOPROTESIS 
Z08.6|ASISTENCIA SANITARIA GRATUITA 
Z08.3|PROBLEMA SOCIAL BIENESTAR SOCIAL NC
Z10.1|PROBLEMA ACCESO A LA ATENCION DE SALUD NC
Z10.0|PROBLEMAS CON SISTEMA SANITARIO (NO MAPEA)
N85.0|ANOM CONGEN SISTEMA NERVIOSO (NO MAPEA)
N85.6|HIDROCEFALIA NORMOTENSIVA
N85.3|ESPINA BIFIDA
A09.0|PROBLEMAS DE SUDORACION (NO MAPEA)
A09.4|SUDOR, PROBLEMAS CON
A10.2|HEMORRA., SANGR. NC MASCULINA
A13.1|MEDICAMENTOS. PREOCUPACION POR TOMA
D19.0|SIG/SIN DE DIENTES Y ENCIAS (NO MAPEA)
D19.3|DOLOR ENCIAS NC
D19.5|HEMORRA., SANGR. NC ENCIAS
D19.12|SIGNO/SINTOMA DE DIENTES Y ENCIA
D19.15|IMPLANTES DENTALES
D19.21|EXODONCIA
D19.22|INTERVENCION DENTAL
D19.1|DENTICION
D20.1|ALIENTO, MAL
D20.3|ANORMAL COLOR LENGUA
D20.11|GUSTO MALO (EN LA BOCA)
D20.14|HEMORRA., SANGR. NC LENGUA
D20.18|LABIOS SIGNOS Y SINTOMAS
D20.20|LENGUA NIGRA Y VILLOSA
D20.22|QUEMAZON BOCA
D20.24|SECO, SEQUEDAD BOCA
D20.26|SINTOMA, QUEJA, SIGNO LABIOS NC
D20.29|LLENGUA DEPAPIL.LADA
D20.34|LESION LENGUA NC
P11.4|BULIMIA INFANTIL
P11.0|PROBL CONDUCTA ALIMENTARIA NIÑOS (NO MAPEA)
P16.3|INTOXICACIO ETILICA AGUDA
P22.0|SIG/SIN COMPOR NIÑO (NO MAPEA)
P22.3|DISTUR./ALTER. EMOCIONAL NC NIÑO
P22.2|CELOS (EN NIÑO)
S16.2|HEMATOMA PIEL
S16.4|CONTUSION ABDOMEN
S16.7|CONTUSION DE CODO
S16.9|CONTUSION DE DEDOS DEL PIE
S17.0|ABRASION/AMPOLLAS/ARAÑAZOS (NO MAPEA)
S17.9|EROSION PIEL
S18.0|LACERACION/HERIDA INCISA (NO MAPEA)
S18.4|FERIDA INICISO-CONTUSA
S18.7|LACERACION, CORTE, HERIDA ABIERTA (PIEL Y TEJIDO SUBCUT)
S18.6|HERIDA QUIRURGICA
W29.3|SINTOMA, QUEJA, SIGNO EMBARAZO NC
W29.6|CLOASMA GRAVIDICO
W29.8|LUMBAGO, LUMBALGIA EN EL EMBARAZO
W29.0|OTR SIG/SIN EMB/PARTO/PUERPERIO (NO MAPEA)
W70.2|INFECCION, PUERPERAL NC
W70.4|INFECCION URINARIA EN PUERPERIO
A78.24|MICOSIS GENITAL
A78.30|TOXOPLASMOSIS MENINGITIS POR
A78.33|FIEBRE EXANTEMATICA MEDITERRANEA
A78.35|ESCARLATINA
A78.2|BRUCELOSIS
A78.4|ENFERMEDAD ARTROPODOS (PICADU.) NC
L11.4|SINTOMA, QUEJA, SIGNO MUÑECA NC
L10.2|SINTOMA, QUEJA, SIGNO CODO NC
L16.3|INFLAMACION, TOBILLO (TRAUMATICA) NC
